Job Classification,Age (bin),Balance (bin),Gender,Region,Age,Balance
Blue Collar,33,105K,Male,Wales,33,108674.69
Blue Collar,34,0K,Male,Wales,34,1400.26
Blue Collar,34,35K,Male,Wales,34,37254.18
Blue Collar,35,45K,Male,Wales,35,45240.82
Blue Collar,35,130K,Male,Wales,35,134324.66
Blue Collar,35,10K,Male,Wales,35,12738.86
Blue Collar,35,0K,Male,Wales,35,1819.36
Blue Collar,35,45K,Male,Wales,35,48599.08
Blue Collar,36,55K,Male,Wales,36,56449.04
Blue Collar,36,5K,Male,Wales,36,6467.89
Blue Collar,36,85K,Male,Wales,36,89727.27
Blue Collar,37,80K,Male,Wales,37,80824.89
Blue Collar,37,35K,Male,Wales,37,36731.86
Blue Collar,37,90K,Male,Wales,37,94647.65
Blue Collar,38,0K,Male,Wales,38,4409.18
Blue Collar,38,45K,Male,Wales,38,48829.47
Blue Collar,39,55K,Male,Wales,39,57496.71
Blue Collar,39,45K,Male,Wales,39,48032.86
Blue Collar,39,5K,Male,Wales,39,5201.79
Blue Collar,41,55K,Male,Wales,41,56244.09
Blue Collar,41,0K,Male,Wales,41,77.46
Blue Collar,41,30K,Male,Wales,41,32837.02
Blue Collar,42,15K,Male,Wales,42,19473.74
Blue Collar,44,35K,Male,Wales,44,37449.47
Blue Collar,44,50K,Male,Wales,44,53325.85
Blue Collar,44,5K,Male,Wales,44,8365.04
Blue Collar,45,20K,Male,Wales,45,21018.89
Blue Collar,46,90K,Male,Wales,46,91216.49
Blue Collar,46,0K,Male,Wales,46,3002.2
Blue Collar,46,35K,Male,Wales,46,36919.09
Blue Collar,47,125K,Male,Wales,47,128488.01
Blue Collar,47,95K,Male,Wales,47,97201.55
Other,18,15K,Male,England,18,18231.91
Other,19,15K,Male,England,19,19359.04
Other,20,60K,Male,England,20,64855.42
Other,23,0K,Male,England,23,4588.12
Other,23,5K,Male,England,23,5257.22
Other,24,55K,Male,England,24,57099.28
Other,25,40K,Male,England,25,41058.11
Other,25,80K,Male,England,25,81820.9
Other,25,70K,Male,England,25,73869.26
Other,25,40K,Male,England,25,44515.32
Other,25,40K,Male,England,25,44277.62
Other,25,75K,Male,England,25,75357.92
Other,26,55K,Male,England,26,57623.58
Other,26,55K,Male,England,26,58955.8
Other,26,60K,Male,England,26,64330.34
Other,26,95K,Male,England,26,99642.13
Other,27,15K,Male,England,27,16613.41
Other,27,10K,Male,England,27,10223.59
Other,27,35K,Male,England,27,36303.3
Other,28,75K,Male,England,28,78383.54
Other,28,35K,Male,England,28,38926.37
Other,28,5K,Male,England,28,6016.04
Other,28,10K,Male,England,28,13468.66
Other,28,5K,Male,England,28,5247.94
Other,28,80K,Male,England,28,82847.05
Other,28,10K,Male,England,28,11825.37
Other,29,70K,Male,England,29,70086.82
Other,29,50K,Male,England,29,50953.26
Other,29,15K,Male,England,29,16997.69
Other,29,35K,Male,England,29,36086.9
Other,29,105K,Male,England,29,106821.73
Other,30,80K,Male,England,30,83041.14
Other,30,60K,Male,England,30,62353.77
Other,30,10K,Male,England,30,12647.17
Other,30,20K,Male,England,30,20821.23
Other,30,70K,Male,England,30,71799.26
Other,30,0K,Male,England,30,3776.11
Other,31,50K,Male,England,31,51754.08
Other,31,15K,Male,England,31,16161.94
Other,31,20K,Male,England,31,20763.6
Other,31,5K,Male,England,31,5478.06
Other,31,55K,Male,England,31,55173.03
Other,32,20K,Male,England,32,22126.72
Other,32,0K,Male,England,32,4983.93
Other,32,0K,Male,England,32,677.88
Other,33,0K,Male,England,33,2609.28
Other,33,5K,Male,England,33,7716.87
Other,33,15K,Male,England,33,18305.03
Other,33,0K,Male,England,33,920.87
Other,33,40K,Male,England,33,43473.64
Other,33,15K,Male,England,33,15660.89
Other,33,65K,Male,England,33,68310.37
Other,33,10K,Male,England,33,13701.41
Other,34,65K,Male,England,34,67894.27
Other,34,110K,Male,England,34,111798.34
Other,34,65K,Male,England,34,68498.24
Other,34,5K,Male,England,34,7842.61
Other,34,25K,Male,England,34,29745.48
Other,34,25K,Male,England,34,27049.56
Other,34,40K,Male,England,34,44155.19
Other,34,130K,Male,England,34,133630.5
Other,35,25K,Male,England,35,26728
Other,35,35K,Male,England,35,39428.53
Other,35,25K,Male,England,35,25257.22
Other,35,70K,Male,England,35,71961.78
Other,35,20K,Male,England,35,20770.08
Other,35,110K,Male,England,35,111412.09
Other,36,45K,Male,England,36,46324.39
Other,36,20K,Male,England,36,22756.57
Other,36,10K,Male,England,36,13698.63
Other,36,0K,Male,England,36,3890.92
Other,36,90K,Male,England,36,94494.62
Other,36,60K,Male,England,36,62882.21
Other,36,85K,Male,England,36,88451.81
Other,36,70K,Male,England,36,74026.52
Other,37,5K,Male,England,37,8819.9
Other,37,0K,Male,England,37,3287.31
Other,37,5K,Male,England,37,6591.25
Other,37,20K,Male,England,37,23396.9
Other,37,30K,Male,England,37,32063.76
Other,37,5K,Male,England,37,6031.79
Other,38,55K,Male,England,38,56516.64
Other,38,40K,Male,England,38,40414.88
Other,38,60K,Male,England,38,64508.93
Other,38,20K,Male,England,38,21535.24
Other,38,55K,Male,England,38,59261.81
Other,38,45K,Male,England,38,49041.1
Other,38,45K,Male,England,38,49610.44
Other,38,65K,Male,England,38,66085.83
Other,39,35K,Male,England,39,36666.7
Other,39,20K,Male,England,39,20388.38
Other,40,15K,Male,England,40,15634.04
Other,40,25K,Male,England,40,29293.29
Other,41,10K,Male,England,41,10486.23
Other,41,0K,Male,England,41,4111.42
Other,41,30K,Male,England,41,32715.84
Other,41,65K,Male,England,41,68193.25
Other,41,60K,Male,England,41,61602.73
Other,43,80K,Male,England,43,81498.88
Other,44,50K,Male,England,44,54062.08
Other,44,25K,Male,England,44,25768.74
Other,45,85K,Male,England,45,85992.59
Other,45,40K,Male,England,45,41348.08
Other,47,20K,Male,England,47,23372.89
Other,47,25K,Male,England,47,26891.41
Other,47,5K,Male,England,47,8300.29
Other,47,15K,Male,England,47,19916.05
Other,48,0K,Male,England,48,4901.23
Other,48,70K,Male,England,48,72061.71
Other,48,35K,Male,England,48,39445.7
Other,48,75K,Male,England,48,75739.94
Other,49,0K,Male,England,49,4735.8
Other,49,0K,Male,England,49,1426.26
Other,53,10K,Male,England,53,12714.42
Other,59,35K,Male,England,59,37483.44
Other,17,5K,Male,Northern Ireland,17,5158.87
Other,19,50K,Male,Northern Ireland,19,50562.98
Other,25,40K,Male,Northern Ireland,25,44575.02
Other,26,35K,Male,Northern Ireland,26,39569.45
Other,26,25K,Male,Northern Ireland,26,26165.32
Other,30,80K,Male,Northern Ireland,30,83549.66
Other,32,10K,Male,Northern Ireland,32,11297.19
Other,33,25K,Male,Northern Ireland,33,28681.8
Other,35,30K,Male,Northern Ireland,35,33042.13
Other,19,30K,Male,Scotland,19,30691.82
Other,24,40K,Male,Scotland,24,43980.94
Other,24,10K,Male,Scotland,24,10369.95
Other,30,25K,Male,Scotland,30,26818.45
Other,32,0K,Male,Scotland,32,1361.83
Other,33,35K,Male,Scotland,33,37752.35
Other,33,65K,Male,Scotland,33,65608.68
Other,34,65K,Male,Scotland,34,68600.9
Other,34,20K,Male,Scotland,34,21134.53
Other,35,30K,Male,Scotland,35,33575.8
Other,37,60K,Male,Scotland,37,61009.63
Other,38,5K,Male,Scotland,38,7218.79
Other,38,45K,Male,Scotland,38,48778.81
Other,38,50K,Male,Scotland,38,54828.36
Other,39,70K,Male,Scotland,39,74775.98
Other,40,35K,Male,Scotland,40,37247.66
Other,40,0K,Male,Scotland,40,4076.19
Other,40,5K,Male,Scotland,40,9554.52
Other,41,55K,Male,Scotland,41,57520.31
Other,42,30K,Male,Scotland,42,30923.4
Other,42,25K,Male,Scotland,42,28676.72
Other,42,35K,Male,Scotland,42,35698.04
Other,42,110K,Male,Scotland,42,112917.42
Other,43,75K,Male,Scotland,43,75563.64
Other,43,55K,Male,Scotland,43,55959.34
Other,43,70K,Male,Scotland,43,70629.05
Other,43,5K,Male,Scotland,43,8115.05
Other,43,20K,Male,Scotland,43,22810.16
Other,43,5K,Male,Scotland,43,9546.56
Other,44,30K,Male,Scotland,44,30778.33
Other,44,60K,Male,Scotland,44,63735.05
Other,44,25K,Male,Scotland,44,25358.91
Other,44,25K,Male,Scotland,44,28479.92
Other,45,10K,Male,Scotland,45,10473.26
Other,45,25K,Male,Scotland,45,27154.95
Other,45,0K,Male,Scotland,45,3927.15
Other,45,75K,Male,Scotland,45,77140.53
Other,45,80K,Male,Scotland,45,81068.1
Other,45,60K,Male,Scotland,45,64592.88
Other,45,10K,Male,Scotland,45,10508.74
Other,45,5K,Male,Scotland,45,9207.62
Other,45,65K,Male,Scotland,45,69809.23
Other,45,55K,Male,Scotland,45,58442.24
Other,46,30K,Male,Scotland,46,33915.03
Other,46,75K,Male,Scotland,46,76601.08
Other,46,15K,Male,Scotland,46,16842.71
Other,46,90K,Male,Scotland,46,94781.97
Other,47,35K,Male,Scotland,47,37150.04
Other,47,5K,Male,Scotland,47,7286.16
Other,47,85K,Male,Scotland,47,87669.32
Other,47,60K,Male,Scotland,47,64034.82
Other,47,60K,Male,Scotland,47,60277.8
Other,47,25K,Male,Scotland,47,27955.18
Other,47,50K,Male,Scotland,47,54547.24
Other,48,40K,Male,Scotland,48,43730.24
Other,48,50K,Male,Scotland,48,54607.76
Other,48,65K,Male,Scotland,48,65535.05
Other,48,20K,Male,Scotland,48,21734.65
Other,48,45K,Male,Scotland,48,46551.52
Other,48,40K,Male,Scotland,48,40487.71
Other,48,40K,Male,Scotland,48,40174.57
Other,48,30K,Male,Scotland,48,32709.97
Other,48,45K,Male,Scotland,48,45705.24
Other,48,75K,Male,Scotland,48,77332.09
Other,48,25K,Male,Scotland,48,28873.73
Other,48,70K,Male,Scotland,48,73399.17
Other,49,45K,Male,Scotland,49,45629.65
Other,49,70K,Male,Scotland,49,71307.31
Other,49,80K,Male,Scotland,49,83989.67
Other,49,65K,Male,Scotland,49,69791.57
Other,49,40K,Male,Scotland,49,44251.15
Other,49,45K,Male,Scotland,49,45545.02
Other,49,40K,Male,Scotland,49,40878.43
Other,49,5K,Male,Scotland,49,6881.74
Other,49,85K,Male,Scotland,49,85903.66
Other,49,15K,Male,Scotland,49,19921.89
Other,50,30K,Male,Scotland,50,33161.08
Other,50,75K,Male,Scotland,50,76764.62
Other,50,25K,Male,Scotland,50,27043.73
Other,50,55K,Male,Scotland,50,57632.39
Other,50,55K,Male,Scotland,50,55396.83
Other,50,170K,Male,Scotland,50,172085.48
Other,50,75K,Male,Scotland,50,78992.92
Other,50,65K,Male,Scotland,50,67946.54
Other,50,95K,Male,Scotland,50,99255.19
Other,50,5K,Male,Scotland,50,6400.76
Other,51,35K,Male,Scotland,51,37322.47
Other,51,0K,Male,Scotland,51,4573.26
Other,51,60K,Male,Scotland,51,62064.73
Other,51,0K,Male,Scotland,51,1753.34
Other,51,25K,Male,Scotland,51,25973.39
Other,51,30K,Male,Scotland,51,32712.76
Other,51,20K,Male,Scotland,51,20981.07
Other,51,50K,Male,Scotland,51,53537.01
Other,51,10K,Male,Scotland,51,11139.78
Other,51,10K,Male,Scotland,51,13547.12
Other,51,0K,Male,Scotland,51,879.78
Other,51,15K,Male,Scotland,51,16192.49
Other,52,10K,Male,Scotland,52,13419.57
Other,52,45K,Male,Scotland,52,45992.16
Other,52,10K,Male,Scotland,52,13536.36
Other,52,35K,Male,Scotland,52,37817.35
Other,52,20K,Male,Scotland,52,20132.46
Other,52,10K,Male,Scotland,52,13622.87
Other,52,25K,Male,Scotland,52,27024.47
Other,52,75K,Male,Scotland,52,75743.08
Other,52,0K,Male,Scotland,52,4793.55
Other,52,110K,Male,Scotland,52,111036.92
Other,52,45K,Male,Scotland,52,48602.47
Other,52,35K,Male,Scotland,52,35191.56
Other,53,45K,Male,Scotland,53,49863.23
Other,53,25K,Male,Scotland,53,25797.17
Other,53,50K,Male,Scotland,53,53354.74
Other,53,70K,Male,Scotland,53,73457.73
Other,53,10K,Male,Scotland,53,13667.27
Other,53,10K,Male,Scotland,53,11375.64
Other,53,35K,Male,Scotland,53,37425.23
Other,53,65K,Male,Scotland,53,67521.26
Other,54,30K,Male,Scotland,54,34664
Other,54,15K,Male,Scotland,54,16280.16
Other,54,40K,Male,Scotland,54,44192.29
Other,54,10K,Male,Scotland,54,12749.4
Other,54,15K,Male,Scotland,54,15269.36
Other,54,70K,Male,Scotland,54,71935.8
Other,54,25K,Male,Scotland,54,28430.19
Other,55,20K,Male,Scotland,55,24030.97
Other,55,70K,Male,Scotland,55,74534.05
Other,55,0K,Male,Scotland,55,3397.32
Other,55,20K,Male,Scotland,55,20815.73
Other,55,65K,Male,Scotland,55,66668.78
Other,56,5K,Male,Scotland,56,6887.34
Other,56,55K,Male,Scotland,56,59975.14
Other,56,65K,Male,Scotland,56,69022.66
Other,56,35K,Male,Scotland,56,35180.1
Other,56,75K,Male,Scotland,56,76278.37
Other,56,25K,Male,Scotland,56,29861.37
Other,57,45K,Male,Scotland,57,47745.75
Other,57,135K,Male,Scotland,57,139509.54
Other,57,85K,Male,Scotland,57,87348.99
Other,58,5K,Male,Scotland,58,7185.59
Other,58,40K,Male,Scotland,58,41285.8
Other,58,40K,Male,Scotland,58,40378.63
Other,58,15K,Male,Scotland,58,19164.52
Other,58,15K,Male,Scotland,58,18189.63
Other,58,55K,Male,Scotland,58,58713.96
Other,58,10K,Male,Scotland,58,10783.63
Other,58,45K,Male,Scotland,58,47114.02
Other,58,50K,Male,Scotland,58,54124.86
Other,58,65K,Male,Scotland,58,66875.08
Other,58,25K,Male,Scotland,58,28310.16
Other,59,15K,Male,Scotland,59,15402.84
Other,59,20K,Male,Scotland,59,23907.86
Other,59,50K,Male,Scotland,59,50189.26
Other,59,0K,Male,Scotland,59,2114.65
Other,60,85K,Male,Scotland,60,89173.1
Other,60,55K,Male,Scotland,60,55173.94
Other,60,20K,Male,Scotland,60,22067.63
Other,60,55K,Male,Scotland,60,58058.81
Other,60,115K,Male,Scotland,60,115932.44
Other,60,20K,Male,Scotland,60,23122.01
Other,60,60K,Male,Scotland,60,64373.74
Other,61,0K,Male,Scotland,61,4926.12
Other,61,35K,Male,Scotland,61,35341.04
Other,61,55K,Male,Scotland,61,55421.45
Other,61,5K,Male,Scotland,61,5711.43
Other,61,40K,Male,Scotland,61,42472.71
Other,61,105K,Male,Scotland,61,105354.02
Other,61,30K,Male,Scotland,61,32439.6
Other,61,40K,Male,Scotland,61,40989.59
Other,62,75K,Male,Scotland,62,76842.9
Other,63,50K,Male,Scotland,63,53004.65
Other,63,5K,Male,Scotland,63,8391.79
Other,64,10K,Male,Scotland,64,14558.13
Other,64,10K,Male,Scotland,64,14242.57
Other,64,15K,Male,Scotland,64,19711.66
Other,24,5K,Male,Wales,24,7552.5
Other,25,40K,Male,Wales,25,41197.66
Other,29,85K,Male,Wales,29,87844.61
Other,29,15K,Male,Wales,29,15762.18
Other,29,10K,Male,Wales,29,13910.24
Other,33,35K,Male,Wales,33,38089.79
Other,33,25K,Male,Wales,33,25705.16
Other,33,60K,Male,Wales,33,61390.52
Other,33,95K,Male,Wales,33,95833.44
Other,34,40K,Male,Wales,34,43520.9
Other,34,15K,Male,Wales,34,15746.62
Other,35,135K,Male,Wales,35,136365.52
Other,35,100K,Male,Wales,35,104813.21
Other,35,75K,Male,Wales,35,78755.01
Other,37,40K,Male,Wales,37,40862.92
Other,39,70K,Male,Wales,39,72866.17
Other,39,0K,Male,Wales,39,3575.21
Other,41,60K,Male,Wales,41,60076.55
Other,41,5K,Male,Wales,41,9293.04
Other,42,5K,Male,Wales,42,8102.48
Other,42,10K,Male,Wales,42,11609.33
Other,43,50K,Male,Wales,43,51598.1
Other,43,75K,Male,Wales,43,78323.16
Other,44,15K,Male,Wales,44,16627.15
Other,46,35K,Male,Wales,46,38460.8
Other,48,45K,Male,Wales,48,47418.57
Other,57,65K,Male,Wales,57,69281.64
White Collar,18,0K,Male,England,18,840.88
White Collar,18,20K,Male,England,18,23399.53
White Collar,18,55K,Male,England,18,56473.51
White Collar,19,10K,Male,England,19,12964.93
White Collar,19,65K,Male,England,19,68980.3
White Collar,19,75K,Male,England,19,75913.85
White Collar,20,95K,Male,England,20,98261.13
White Collar,20,10K,Male,England,20,11434.59
White Collar,20,50K,Male,England,20,52109.92
White Collar,21,85K,Male,England,21,88147.69
White Collar,21,35K,Male,England,21,35057.97
White Collar,21,40K,Male,England,21,40886.21
White Collar,21,20K,Male,England,21,22103.13
White Collar,21,15K,Male,England,21,18508.11
White Collar,22,0K,Male,England,22,781.84
White Collar,22,10K,Male,England,22,14282.81
White Collar,22,65K,Male,England,22,66480.85
White Collar,23,85K,Male,England,23,85965.79
White Collar,23,0K,Male,England,23,640.91
White Collar,23,65K,Male,England,23,68508.87
White Collar,23,35K,Male,England,23,38866.87
White Collar,23,115K,Male,England,23,117946.76
White Collar,23,65K,Male,England,23,66040.46
White Collar,23,40K,Male,England,23,40230.42
White Collar,24,15K,Male,England,24,17127.23
White Collar,24,65K,Male,England,24,65072.93
White Collar,24,0K,Male,England,24,2111.51
White Collar,24,25K,Male,England,24,25781.13
White Collar,24,15K,Male,England,24,16721.96
White Collar,24,20K,Male,England,24,24875.64
White Collar,24,55K,Male,England,24,56070.28
White Collar,24,5K,Male,England,24,5880.85
White Collar,24,50K,Male,England,24,52872.53
White Collar,24,35K,Male,England,24,35939.96
White Collar,25,15K,Male,England,25,18053.11
White Collar,25,75K,Male,England,25,77624.38
White Collar,25,0K,Male,England,25,2126.9
White Collar,25,35K,Male,England,25,36021.53
White Collar,25,5K,Male,England,25,5280.71
White Collar,25,120K,Male,England,25,123865.36
White Collar,25,75K,Male,England,25,78020.29
White Collar,25,10K,Male,England,25,11186.61
White Collar,26,10K,Male,England,26,12883.77
White Collar,26,5K,Male,England,26,8708.57
White Collar,26,35K,Male,England,26,36964.26
White Collar,26,10K,Male,England,26,14520.25
White Collar,26,25K,Male,England,26,28355.66
White Collar,26,105K,Male,England,26,105093.23
White Collar,26,50K,Male,England,26,52604.44
White Collar,26,90K,Male,England,26,91847.1
White Collar,26,60K,Male,England,26,61577.15
White Collar,26,80K,Male,England,26,80850.12
White Collar,26,10K,Male,England,26,12604.91
White Collar,26,5K,Male,England,26,7685.3
White Collar,26,25K,Male,England,26,29265.97
White Collar,26,30K,Male,England,26,34526.64
White Collar,26,65K,Male,England,26,65283.32
White Collar,26,100K,Male,England,26,104366.63
White Collar,26,80K,Male,England,26,81489.43
White Collar,27,75K,Male,England,27,77898.09
White Collar,27,5K,Male,England,27,6825.79
White Collar,27,50K,Male,England,27,54644.32
White Collar,27,35K,Male,England,27,39495.99
White Collar,27,30K,Male,England,27,34618.1
White Collar,27,30K,Male,England,27,33355.25
White Collar,27,50K,Male,England,27,53494.5
White Collar,27,40K,Male,England,27,40625.59
White Collar,27,0K,Male,England,27,1387.14
White Collar,27,40K,Male,England,27,41775.2
White Collar,27,30K,Male,England,27,31637.34
White Collar,27,90K,Male,England,27,92610.22
White Collar,27,145K,Male,England,27,146892.37
White Collar,27,30K,Male,England,27,30268.33
White Collar,27,30K,Male,England,27,33463.13
White Collar,27,45K,Male,England,27,45374.89
White Collar,27,5K,Male,England,27,8121.14
White Collar,27,20K,Male,England,27,22525.46
White Collar,27,10K,Male,England,27,10183.23
White Collar,27,35K,Male,England,27,35451.37
White Collar,27,0K,Male,England,27,2504.74
White Collar,28,10K,Male,England,28,14448.61
White Collar,28,10K,Male,England,28,12028.2
White Collar,28,90K,Male,England,28,94339.78
White Collar,28,70K,Male,England,28,73793.66
White Collar,28,40K,Male,England,28,42331.5
White Collar,28,50K,Male,England,28,51953.67
White Collar,28,5K,Male,England,28,6680.22
White Collar,28,15K,Male,England,28,18938.2
White Collar,28,5K,Male,England,28,8958.39
White Collar,28,50K,Male,England,28,53357.54
White Collar,28,10K,Male,England,28,13390.78
White Collar,28,20K,Male,England,28,23076.43
White Collar,28,60K,Male,England,28,62077.51
White Collar,28,65K,Male,England,28,69126.18
White Collar,28,60K,Male,England,28,60496.8
White Collar,28,45K,Male,England,28,46762.44
White Collar,28,80K,Male,England,28,82862.73
White Collar,28,65K,Male,England,28,65994.32
White Collar,28,45K,Male,England,28,47740.27
White Collar,28,40K,Male,England,28,40037.6
White Collar,29,0K,Male,England,29,2987.04
White Collar,29,15K,Male,England,29,17844.83
White Collar,29,45K,Male,England,29,48925.1
White Collar,29,20K,Male,England,29,23963.27
White Collar,29,55K,Male,England,29,58720.19
White Collar,29,10K,Male,England,29,11246.02
White Collar,29,15K,Male,England,29,15560.77
White Collar,29,35K,Male,England,29,36582.31
White Collar,29,25K,Male,England,29,26045.79
White Collar,29,20K,Male,England,29,21577.22
White Collar,29,50K,Male,England,29,51239.25
White Collar,29,20K,Male,England,29,21908.77
White Collar,29,25K,Male,England,29,27985.16
White Collar,29,135K,Male,England,29,135545.59
White Collar,29,35K,Male,England,29,38139.7
White Collar,29,30K,Male,England,29,31044.8
White Collar,29,10K,Male,England,29,14187.24
White Collar,29,10K,Male,England,29,12258.48
White Collar,29,25K,Male,England,29,25665.76
White Collar,29,5K,Male,England,29,9979.14
White Collar,29,50K,Male,England,29,50618.79
White Collar,29,5K,Male,England,29,5564.99
White Collar,29,15K,Male,England,29,18808.61
White Collar,29,30K,Male,England,29,30158.03
White Collar,29,75K,Male,England,29,76517.85
White Collar,29,20K,Male,England,29,20166.68
White Collar,29,55K,Male,England,29,57228.34
White Collar,29,45K,Male,England,29,47610.68
White Collar,29,5K,Male,England,29,6839.9
White Collar,30,45K,Male,England,30,47550.08
White Collar,30,20K,Male,England,30,20362.27
White Collar,30,65K,Male,England,30,68336.84
White Collar,30,30K,Male,England,30,30189.87
White Collar,30,40K,Male,England,30,42732.72
White Collar,30,25K,Male,England,30,29283.75
White Collar,30,40K,Male,England,30,40488.29
White Collar,30,25K,Male,England,30,26412.29
White Collar,30,20K,Male,England,30,22763.84
White Collar,30,20K,Male,England,30,23025.61
White Collar,30,30K,Male,England,30,32400.35
White Collar,30,20K,Male,England,30,22295.82
White Collar,30,25K,Male,England,30,29433.64
White Collar,30,15K,Male,England,30,19604.57
White Collar,30,50K,Male,England,30,54432.83
White Collar,30,25K,Male,England,30,27891.74
White Collar,30,20K,Male,England,30,21014.53
White Collar,30,30K,Male,England,30,34879.77
White Collar,30,35K,Male,England,30,38121.48
White Collar,30,30K,Male,England,30,33885.07
White Collar,30,5K,Male,England,30,8422.3
White Collar,31,5K,Male,England,31,5178.59
White Collar,31,55K,Male,England,31,59589.73
White Collar,31,40K,Male,England,31,42049.89
White Collar,31,85K,Male,England,31,88023.96
White Collar,31,30K,Male,England,31,34212.84
White Collar,31,15K,Male,England,31,17452.2
White Collar,31,35K,Male,England,31,38361.91
White Collar,31,0K,Male,England,31,919.95
White Collar,31,55K,Male,England,31,58911.42
White Collar,31,30K,Male,England,31,31181.91
White Collar,31,20K,Male,England,31,24498.39
White Collar,31,10K,Male,England,31,10377.13
White Collar,31,10K,Male,England,31,12728.29
White Collar,31,20K,Male,England,31,24458
White Collar,31,45K,Male,England,31,48932.49
White Collar,31,70K,Male,England,31,70156.16
White Collar,31,5K,Male,England,31,9814.58
White Collar,31,100K,Male,England,31,101731.87
White Collar,31,20K,Male,England,31,20544.55
White Collar,31,10K,Male,England,31,10247.13
White Collar,31,115K,Male,England,31,116522.47
White Collar,31,25K,Male,England,31,26913.26
White Collar,31,35K,Male,England,31,36528.38
White Collar,31,15K,Male,England,31,17395.93
White Collar,31,90K,Male,England,31,90760.82
White Collar,31,70K,Male,England,31,71267.85
White Collar,31,10K,Male,England,31,12383.01
White Collar,31,10K,Male,England,31,12395.4
White Collar,31,75K,Male,England,31,76429.81
White Collar,31,20K,Male,England,31,22240.2
White Collar,31,25K,Male,England,31,27812.51
White Collar,31,5K,Male,England,31,8857.19
White Collar,31,50K,Male,England,31,51397.48
White Collar,31,20K,Male,England,31,24574.84
White Collar,31,30K,Male,England,31,32293.11
White Collar,31,20K,Male,England,31,24779.98
White Collar,32,50K,Male,England,32,52696.94
White Collar,32,0K,Male,England,32,2096.64
White Collar,32,50K,Male,England,32,54090.91
White Collar,32,30K,Male,England,32,31681.14
White Collar,32,15K,Male,England,32,19806.11
White Collar,32,55K,Male,England,32,59321.49
White Collar,32,60K,Male,England,32,64701.01
White Collar,32,40K,Male,England,32,44978.01
White Collar,32,55K,Male,England,32,55348.18
White Collar,32,5K,Male,England,32,6471.9
White Collar,32,5K,Male,England,32,5519.53
White Collar,32,5K,Male,England,32,9068.75
White Collar,32,60K,Male,England,32,63106.43
White Collar,32,10K,Male,England,32,12954.98
White Collar,32,25K,Male,England,32,27593.12
White Collar,32,15K,Male,England,32,19407.16
White Collar,32,30K,Male,England,32,30865.97
White Collar,32,10K,Male,England,32,13668.23
White Collar,32,40K,Male,England,32,42956.77
White Collar,32,25K,Male,England,32,28744.79
White Collar,32,15K,Male,England,32,16127.3
White Collar,32,25K,Male,England,32,25583.2
White Collar,32,55K,Male,England,32,56233.65
White Collar,32,35K,Male,England,32,36780.87
White Collar,32,0K,Male,England,32,3103.61
White Collar,32,75K,Male,England,32,79604.57
White Collar,32,0K,Male,England,32,4287.63
White Collar,32,30K,Male,England,32,32529.22
White Collar,32,55K,Male,England,32,59266.24
White Collar,32,30K,Male,England,32,32344.1
White Collar,32,5K,Male,England,32,6080.49
White Collar,32,45K,Male,England,32,49778.16
White Collar,32,130K,Male,England,32,132536.87
White Collar,33,15K,Male,England,33,19294.37
White Collar,33,80K,Male,England,33,81827.13
White Collar,33,45K,Male,England,33,48891.91
White Collar,33,30K,Male,England,33,31959.46
White Collar,33,35K,Male,England,33,35607.63
White Collar,33,20K,Male,England,33,22448.82
White Collar,33,55K,Male,England,33,59890
White Collar,33,5K,Male,England,33,7593.12
White Collar,33,115K,Male,England,33,116577.61
White Collar,33,35K,Male,England,33,39625
White Collar,33,20K,Male,England,33,23676.73
White Collar,33,60K,Male,England,33,61877.87
White Collar,33,95K,Male,England,33,96422.41
White Collar,33,10K,Male,England,33,13036.35
White Collar,33,50K,Male,England,33,50075.4
White Collar,33,0K,Male,England,33,682.97
White Collar,33,65K,Male,England,33,69416.18
White Collar,33,70K,Male,England,33,73297.04
White Collar,33,5K,Male,England,33,7974.93
White Collar,33,75K,Male,England,33,76301.47
White Collar,33,30K,Male,England,33,30227.5
White Collar,33,120K,Male,England,33,122294.27
White Collar,33,50K,Male,England,33,53759.34
White Collar,33,95K,Male,England,33,96379.13
White Collar,33,65K,Male,England,33,66452.64
White Collar,33,30K,Male,England,33,32247.97
White Collar,33,5K,Male,England,33,9165.84
White Collar,33,20K,Male,England,33,21424.46
White Collar,33,5K,Male,England,33,9987.42
White Collar,33,45K,Male,England,33,48286.35
White Collar,33,0K,Male,England,33,2710.9
White Collar,33,20K,Male,England,33,24025.12
White Collar,33,20K,Male,England,33,20091.28
White Collar,33,120K,Male,England,33,122002.75
White Collar,34,25K,Male,England,34,25949.97
White Collar,34,55K,Male,England,34,58648.57
White Collar,34,0K,Male,England,34,3014.85
White Collar,34,95K,Male,England,34,96893.79
White Collar,34,5K,Male,England,34,7149.43
White Collar,34,20K,Male,England,34,20628.63
White Collar,34,60K,Male,England,34,62654.71
White Collar,34,0K,Male,England,34,3531.34
White Collar,34,40K,Male,England,34,43670.72
White Collar,34,70K,Male,England,34,70803.13
White Collar,34,40K,Male,England,34,41640.88
White Collar,34,90K,Male,England,34,94732.96
White Collar,34,15K,Male,England,34,18971.51
White Collar,34,40K,Male,England,34,42429.24
White Collar,34,80K,Male,England,34,81376.19
White Collar,34,25K,Male,England,34,26897.8
White Collar,34,15K,Male,England,34,16194.49
White Collar,34,5K,Male,England,34,9197.04
White Collar,34,0K,Male,England,34,3716.8
